author,published_time,likes,comment,isPublic
@Spiderman_0505,2025-04-04T09:48:24Z,0,"UN diadakan kunci jawaban menyebar, UN ditiadakan nilai nilai dikatrol biar lulus. <br>Saya sebagai guru juga mumet, mau komplen tapi pasti diredam oleh penguasa penguasa. Kalau seperti ini terus, saya benar benar frustasi menjadi guru. Begitu capek capek mendidik tapi akhirnya dibodohi pada hasilnya.",True
@paramayogawahyudarma5462,2025-04-04T08:27:39Z,0,Jaman sekolah gua gk bisa baca gk boleh naek kelas 4 SD,True
@hariszaky890,2025-04-04T06:13:05Z,0,Judul intronya apa si??,True
@Nanali17,2025-04-03T01:14:03Z,0,Bang...gw juga da lupa teorema pitagoras 😂😅 hanya ingat demi sami desa 😂😅 da brp puluh thn lalu bljr itu 😂 yg skrg hnya ingat anak da makan dan minum susu blm yah...anak uda mandi harum 😅 mknya rencana anak2 sya mau ta masukin d skolah swasta aja...skrg mereka bersekolah d montessori,True
@darkxenox176,2025-04-02T07:28:47Z,0,"menurut saya, ada faktor faktor lain. tapi yang menjadi faktor utama adalah EKONOMI itu yang menjadi masalah terbesar terkhususnya dikota kota. menurut saya dikota kota waktu saya mau masuk sd itu sulit, karna gaada uang dibelakang layar. jadi udah mah pendidikan susah, duit juga harus ada. dan itu makin sulit pas mau masuk sd, dan sekarang makin makin karna ada SOSIAL MEDIA yang ngebuat iq anak anak menurun da mungkin jadi goblok secara harfiah, karna mereka takut tertinggal dengan suatu tren yang sedang viral. ini opini saya pribadi, saya masih kelas 3 smp🙏",True
@sukabacakomik999,2025-04-01T12:02:56Z,0,"gara gara sistem zonasi gw gak bisa masuk ke SMP favorit gw,berasa sia-sia gw ambis waktu SD belajar 6 tahun,mau masuk SMP favorit gak lulus,mau gak mau gw masuk SMP buangan deket rumah,sejak SMP gw ngedown banget masih gak terima ambis 6 tahun berujung kek gini,udahlah sekolahnya banyak pungli,guru mudah ngambekan,guru masuk,ngasih absen,tugas,kumpulkan,ditambah lagi fasilitasnya nggak banget,udah tu lulus SMP,daftar ke SMA favorit gak bisa juga karena zonasi padahal waktu SMP terutama kelas 7,8 gw bisa dibilang anak yg cukup berprestasi juga,tapi ya tetap gak bisa masuk SMA favorit:(",True
@farzhaalfinatujamroh6177,2025-03-31T12:26:42Z,0,"Aku ngalamin kak, dimana adik aku ceritanya mau lanjut SMP negeri jalur zonasi, jarak rumah ke SMPN itu 600meter, dan ada juga temen sekelas adikku, dia anak guru disekolah SD adikku bersekolah, jarak rumahnya ke sekolah SMPN berjarak kurleb 1,5 km, namun anehnya, adikku yang jaraknya lebih dekat gak lolos, tapi anak guru itu keterima😂,<br>Trus disitu aku berfikir, bahwasannya Sekolah negeri gak sebagus yang kita kira,",True
@muhamadhudori4194,2025-03-30T04:53:27Z,0,"sistem zonasi adalah perusak kualitas siswa, karna ya banyak siswa yang masuknya melalui jalur tsbt rata&quot; begajulan dan parahnya lagi ya jadi parasit bagi yang lain.",True
@ryukiseki,2025-03-29T03:38:02Z,0,"Kalau boleh saran, adegan merokoknya coba diblur atau dialihkan ke gambar lain sementara. Karna sebenarnya idenya bagus dan video ini layak ditonton banyak umur, cuma kalau yang nonton anak umur sekolah, di bawah sepuluh dan belasan tahun, pikiran mereka akan menormalisasi merokok.",True
@siholsitanggang2701,2025-03-27T04:16:28Z,0,Indonesia Cemas 2045,True
@ariahasthawicaksanagede9536,2025-03-26T10:57:36Z,0,slogan sekolah2 skrg udh ganti sejak nadim jadi mentri. awalnya spanduk besar dengan tulisan “selamat datang siswa siswi terbaik” menjadi “selamat dtg siswa-siswi terdekat”,True
@ariahasthawicaksanagede9536,2025-03-26T10:55:06Z,0,nadimmmm!!! rumus lo mantap! buat org dungu,True
@vijaz5559,2025-03-25T11:33:27Z,0,"Ntar dikoreksi mereka musti bilang, halah cuma guyon aja serius amat 😂😂😂 rasanya membiarkan ketololan",True
@ezrahadmar3783,2025-03-25T02:08:56Z,0,"Aku sekolah di masa transisi, dari KTSP 2006 ke K13 2013, SD-awal SMP pake KTSP, kelas 2 SMP sampe lulus SMK tahun 2017 masih dalam masa percobaan Kurikulum 2013, dan rasanya beda bangett",True
@AdiPranata-qb8jj,2025-03-24T14:04:44Z,0,PARAH BANGET PENDIDIKAN INDONESIA GURUNYA KERJA APA SAMPAI MURIDNYA AKA MEMBACA AJA MASIH BELUM BISA,True
@bobyboncel9602,2025-03-22T15:07:20Z,0,aku bersyukur tidak menjadi salah satu dari mereka,True
@UkhtiKhatijah,2025-03-22T06:17:12Z,0,mirisss,True
@SantiAnti-k8z,2025-03-22T04:13:50Z,0,Sekarang gw tahu kenapa sekolah tempat gw jauh-jauh 😂,True
@julianapurba857,2025-03-21T14:07:58Z,0,"<a href=""http://www.youtube.com/results?search_query=%23kemendikbud"">#Kemendikbud</a>",True
@shannenjane2854,2025-03-20T06:32:38Z,0,"Ini muridnya bingung, guru/pengajarnya juga ikut bingung sama-sama bingung haha",True
@PolingRakyat,2025-03-19T15:06:00Z,0,🤫,True
@hamonangann9850,2025-03-19T02:27:33Z,0,"struktur masyarakat Finlandia beda jauh dengan Indonesia pasca kemerdekaan. orang Finlandia itu masih ngandalin mutual trust. semua saling percaya aja gitu. guru percaya murid bakal belajar giat tanpa disuruh, ortu percaya guru bakal ngajar dengan serius, dst. makanya murid nggak dikasih tekanan belajar yang tinggi.<br><br>indonesia pasca merdeka dengan segala kebhinekaannya itu lebih pengen akuntabilitas. semua harus dinilai angka. &quot;kalau nggak diawasin, pasti gak bakalan dikerjain&quot;. akhirnya adopsi kurikulum Finlandia dikerjakan dengan zero trust: nggak ada ujian akhir tapi guru diawasin ketat biar nggak lagi ngajar dengan cara lama. laporan tambah banyak. kurikulum tetap didikte pusat.<br><br>makanya nggak efektif. struktur sosialnya beda...",True
@Obez_Yan,2025-03-17T15:44:52Z,0,"Jangan kan SMP SMA... <br>Anak Kuliah aja baca Freed (Honda) Fred  . <br><br>Pas ketika saya kasih tau bacanya itu salah, yang benar Frid  . <br><br>Malah ngga terima orang tuanya. <br>Mereka menganggap anaknya lah yang benar, mereka cuma memandang saya lulusan 19 tahun yang lalu lebih pintar anak sekarang.<br><br>Kurikulum KBK yang dulu saya rasakan memang sangat efisien, karena anak harus dituntut mempunyai kompetensi untuk berkompetisi dengan siswa lain.",True
@letitiaguevaraa,2025-03-16T04:21:40Z,0,"baca  apa ?  ngaji wajiib byr, hrs lu2s bca al qur an ! bhs ids buat ap ? tes ke luar wajib lolos bhs inggris, malang ad bang komèng",True
@Chacharae345,2025-03-15T11:47:39Z,0,"Gara² Menteri Pendidikan Monyet begituu, udahh bener ngurusin ojek malah ngurusin Pendidikan, kann goblookk jadinyee sok²an ngadopsi Pendidikan Finlandia, toloooll bangeett",True
@kangmintaid3970,2025-03-15T10:49:10Z,0,"Hal yang paling konyol itu gua berada di perbatasan sebelum pergantian kurikulum merdeka<br><br>Kek kontras bat pengetahuannya anjir, iya gua tau nilai gak ngaruh sama pekerjaan dan gua penganut itu (meskipun nilai gua tinggi),<br><br>Pernah waktu jadi guru bimbel, basic aljabar aja gak paham mereka, padahal udah expect ngajarin 2 materi malah ngajarin pindah ruas",True
@sullmufc608,2025-03-14T21:57:37Z,0,"Yg biang kerok itu yg kasi kebijakan zonasi, asli otaknya gk bisa mikir tpi diberi jabatan",True
@choiri2456,2025-03-14T15:31:31Z,0,"Terima kasih Bang Ferry Irwandi telah mencintai Indonesia sebesar ini. Anda bukan pejabat, bukan DPR, juga bukan peneliti yg difasilitasi negara untuk melakukan penelitian seserius ini. <br><br>Indonesia, negeri yg kita cintai sangat butuh sosok&quot; berdedikasi tinggi seperti Bang Ferry.<br><br>Sudah saatnya negeri ini berbenah, salah satu caranya dari jalur pendidikan. Tapi perjuangan ini pastinya berat ya.<br><br>Sekarang makin berat. Karena dana pendidikan kena efisiensi anggaran. Tapi di sisi lain pemangku kebijakan mengangkat stafsus&quot; dr artis yg itu juga pastinya butuh gaji atau anggaran. Sedang para guru terutama swasta sering telat gajinya dibayarkan. Apalago honorer yg gajinya ga cukup kalau ga punya kerjaan sampingan.",True
@dreamymami,2025-03-14T11:57:52Z,0,"Tapi aku pribadi sbg mahasiswa paralel (kelas karyawan) sangat terbantu dengan adanya kurikulum merdeka ini. Aku sempet jatuh karena waktu itu posisi kerjaan lagi sangat menyita waktu, dan thanks to MBKM aku jd lbh bisa mengejar dan dengan aku lebih cepat lulus aku akhirnya ada harapan untuk bisa naik gaji.",True
@RaniPanorama,2025-03-14T07:20:22Z,0,"Tolong mas Fery,  di upayakan jangan merokok &amp; dimunculkan di video mas. Kuatir bagi yang daya filternya kurang menjadi permakluman. Makasih ya",True
@WahyuZulyazain,2025-03-13T20:34:31Z,0,Dulu inget katanya cuman rajin masuk sekolah pasti lulus,True
@Chv.Crochet,2025-03-13T08:56:44Z,0,"Anak SMP di kotaku, ada yg gk tau ada berapa nol di mata uang 😢",True
@ichwandahlan7271,2025-03-11T22:47:45Z,0,Wkwk….INDONESIA INTEL CELERON?………,True
@giet1000,2025-03-11T09:59:17Z,0,sekolahku dulu sekolah favorit sejak sistem zonasi.. langsung turun derajat....,True
@ZephyrinusRelastyo,2025-03-11T09:19:06Z,0,Zaman SBY malah pendidikan jauh lbh baik kualitas nya,True
@_KingofHero_,2025-03-11T03:32:38Z,0,"Ini yang gw bingung, udh tau sistem pembelajaran se urgent ini tapi tindaknya lambat banget ama kementrian pendidikan. Udah beberapa tahun berjalan dan nggak hasilin hasil yang baik, kenapa masih di biarin tindakan bener bener lambat. Semakin cepat penyelesaian semakin bagus ga sih? <br><br>Cuman ya gatau ini opini pribadi gw, yang ga se pinter mereka yang paham. Kalian boleh koreksi kalok oponi gw salah<br><br>Boleh di koreksi",True
@thecrackers.homebakery,2025-03-10T21:37:42Z,0,ngerjain ulangan / ujian masi nyontek aja itu udah jelas mental pelajarnya gimana 🙏🏻,True
@arykurnia7866,2025-03-10T14:54:36Z,0,Ya inilah kalau menteri Pendidikan (Nadiem Makarim) bukan pendidik yang jadi menteri pendidikan... Gagal lah 😢,True
@BelajarMembacaDunia,2025-03-10T13:27:31Z,0,"Bang, lu salah bang <br>Bahkan didalam video pun lu berkata tidak kita hanya mencontohkan output nya tapi tidak dengan fasilitas persiapan nya<br>Lu mengakui itu<br>Dan lu sefara sadar mengakui bahwa anak anak Indonesia ini stunting,<br>Intel Celeron gak bisa main pes 2024<br>Sangat disayang kan<br>Orang seperti lo belom paham juga<br>Masalah anak itu minat dalam belajar dan ke ingin tahuan nya itu rendah.<br>Lu mau berharap apa dengan anak stunting yg punya kemampuan otak intel Celeron Tersebut?<br>Lu mau berharap otak intel celeron mu itu seperti secepat jeremy pollin? Atau secepat lo?<br>Ok deh kita gak usah nyalahin guru nya, kita gak usah nyalahin fasilitas sekolai, dan kita gak usah nyalahin sistemnya.<br>Itu urusan kalian<br>Yamg gue bawa ini adalah<br>Cara membawakan peran Ai sebagai guru untuk proses mempercepat belajar mengajar siswa dan sekaligus memahami ilmu pengetahuan berbasis Guru Ai.<br>Gini maksud gue<br>Gue yakin lu orang pintar, sekali di jelasin ama guru, lu bisa, lu hapal dan lu paham.<br>Tapi bagaimana dengan anak yg mempunyai kemampuan otak intel Celeron?<br>Bang udah lah bang, jangan menyamakan otak manusia dengan otak binatang.<br>Otak manusia ini dinamis dan bisa berkembang pesat bang.<br>Initinya di latihan.<br>Ai aja bisa dilatih, apalagi binatang. Manusia gak bisa diajarin?<br>Gue tau , kita memiliki batasan, miliki batas kemampuan guru dalam mengajar dan menyampaikan dan batas fasilitas.<br>Teknologi skrg canggih bang.<br>Gimana gunakan aja sedikt teknologi ai Untuk menjelaskan dan mengajar kan anak anak kita dalam pelajaran.<br>Intinya di guru nya dan kemauan, keingin tahuan mereka..<br>Jika ada penjelasan guru yg kurang jelas dan terlewati.<br>Gunakan ai dan rekaman penjelasan guru.<br>Tiap murid diberikan rekaman pembelajaran setiap hari nya untuk bisa di ulangi, ditambah dengan sistem ai yg bisa menjawab keingin tahuan nya..<br>Walau kita gak bisa buat ai bang, setidaknya sewa bang.<br>Klw lu takut data kita di retas dan takut cara pembelajaran ini gagal, kapan maju nya bang? Kapan mulai nya?<br>Lu gak mau kan disalahkan sama generasi penerus dibawah lu, dan mengatakan: kerja pemerintah dan generasi awal bangsa ini ngapain aja? Sepemalas itukah membawa teknologi baru ke negara ini?<br>Lu gak mau dicap seperti itu kan bang?<br>Klw lu ragu dan takut gagal,<br>Lu bisa terapin uji coba di satu sekolah kelinci percobaan aja bang.<br>Lu uji coba deh dalam 3 tahun atau satu tahun aja. Di setiap daerah yh berbeda.<br>Dan lu bisa menganalisa nya sendiri.<br>Aoakah itu cocok apa nggak.<br>Tapi yg jelas bang, gue gak setuju negara ini tertinggal jauh gara gara orang orang kayak lu yg pesimis dengan teknologi mutakhir yg disajikan untuk bangsa.<br>Selama ini bangsa kita tertinggal gara gara orang kayak lo bang...<br>Yg sok elit, apa apa gak pantas, apapa apa gak bisa,,,<br>Apa apa terlalu mewah<br>Alah taik<br>Sama aja kayak belanda lo bang<br>Merendahkan suatu eas tertentu.<br>Negara ini merdeka bukan orang yg punya pemikiran sama kek elo, yg gak oercaya dengan kemampuan bangsanya sendiri.<br>Lu tau kenapa Soekarno, hatta dan yg lain nya di percaya bangsawan dan rakyat jelata?<br>Karena rakyat percaya <br>Walaupun cuman satu, atau dua yg lebih pintar dari mereka...<br>Mereka menganggap orang ornag itu pahlawan...<br>Karena mengangkat derajat dan harapan suatu bangsa.<br>Bukan kek elo yg pesimis..<br>Lebih mending Mardigu wowik jual janji janji manis.<br>Ketimbang lo lo itu bang<br>Karna apa?<br>Mardigu dia punya visi yg jelas<br>Walau terlihat gak masuk akal.<br>Dia berani mencoba kebodohan nya tersebut.<br>Dia berani bermimpi <br>Spt tanmalaka yg bermimpi suatu hari nanti bangsa nya bisa merdeka dari penjajahan imperialism.<br>Bukan macam orang kek elo",True
@yogikdharma5130,2025-03-10T11:57:49Z,0,"banyak celah yang harus dievaluasi dari sistem pendidikan kita saat ini, ini bakalan jadi salah satu pr sulit untuk pemerintakan kabinet baru dalam mewujudkan visi misi Indonesia emas. Sepengalaman saya sebagai siswa yang 9 tahun sekolah di swasta dan 3 tahun di negeri. kelihatan sekali perbedaan kualitas pendidikan, saya lebih tertantang saat di instansi swasta dengan segala sistem mereka yang cocok dengan saya, bahkan semasa SD pun persaingan secara belajar sangat tinggi, salah ya salah, benar ya benar. Tapi, semenjak mengenyam di bangku SMA Negeri, saya melihat suatu perbedaan yang 180 derajat jauhnya, entahlah fasilitasnya, sistemnya, dan paling utama LINGKUNGAN nya. Lingkungan disini membuat saya susah berkembang karena dihimpit oleh orang2 yang visi misinya sama, yakni malas. Dan juga, dari sistem sekolah yang terasa banyak yang salah dan kurang. Saya ada 1 teman yang nakalnya sudah diluar batas normal pada umumnya yang kalo ini di swasta sudah dipastikan DO tapi, disini malah masih bisa naik kelas. Dan itu sangat aneh sekali secara etika sudah jelek, maupun ilmu nya juga sangat jauh dibawah dasar seharusnya. Intinya, jika kita ingin mencerdaskan kehidupan bangsa. Bukan hanya pada sistem dan kurikulum pendidikannya yang direvisi, namun juga daripada kesadaran2 pelajar itu sendiri. Kan gak ada bedanya ya jika siswanya sudah dapat fasilitas, sistem, dan pemerataan pendidikan yang baik tapi otaknya saja tidak mau berkembang, itu juga jadi sebuah pr untuk masyarakat2 kita sekarang agar nantinya tidak ada lagi istilah &quot;warga indo kebanyakan sdm rendah&quot;. it just my opinion, kalo mau discuss sangat boleh terima kasih 🙏",True
@tothebone4613,2025-03-10T05:16:22Z,0,"smp &amp; sma digabung jadi 4 tahun, sisanya lsg kuliah aja lebih baik",True
@fluffyblanket1398,2025-03-10T01:27:14Z,0,"Saya bingung, kementrian pendidikan kan bukan cuma nadiem doang. Ada wakil mentri dan lain2nya. Memangnya mereka tidak ada yg mengingatkan nadiem tentang perbedaan situasi indonesia &amp; finlandia? Tidak ada yg kasih saran berbeda? Tidak ada yg mengusulkan untuk dicoba dulu di skala kecil? Intinya, yg laen pada kemana? Koq bisa perubahan seperti ini di-rolled out tanpa pertimbangan yg matang? Jd menurut sy, ini bukan kegagalan nadiem aja, tp seluruh departemen pendidikan. Disana kan banyak orang pinter (bukan cuma nadiem aja yg pinter), tp koq bisa2nya mereka membiarkan ini terjadi?",True
@bae-hye,2025-03-09T21:32:00Z,0,"jujur heran kenapa orang orang yang paham cara kerja dan efesiensi dari sistem pendidikan justru malah orang orang yang mungkin ga berkecimpung atau ga punya kekuasaan di dunia pendidikan. namun justru sebaliknya, orang yang punya kekuasaan dan hak malah ga bisa optimalin dengan baik. justru kalah kalau di bandingin orang orang kaya gini.",True
@nielchiro,2025-03-09T13:19:27Z,0,"bang saya ada pertanyaan kan kata abang persamaan phytagoras itu termasuk pemahaman dasar, nah saya punya satu teman inisialnya B, dia nin tipenya anak olahraga yang nilai akademiknya kurang bagus tetapi nilai olahraganya sangat bagus. Pada suatu hari dia diremehkan guru dan pas itu ada dua anak yang nilai akademiknya cukup menonjol di pelajaran mat, dan kebetulan itu saya dan teman saya yang inisialnya A. Kemudian di esok harinya karena si B ini enggak paham-paham dengan apa yang di jelaskan guru, akhirnya si B disuruh minta diajarkan oleh saya dan itu sudah lebih dari sekali. Pada saat itu saya berinisiatif untuk mengajarkan metode belajarku supaya dia bisa paham materi tanpa harus banyak bertanya. Setelah ku ajari kebetulan dia paham dengan metode beelajarku dan sejak saat itu nilai akademiknya menjadi bagus dan ditambah niali olahraganya yang bagus dari awal. Dan nialinya pun melonjak sangat tinggi hingga jauh melampaui diriku ,karena semua nilainya rata rata 90 dari olahraga sampai akademik . kemudian pertanyaan saya sebenarnya apakah pendidikan di Indonesia kurang benar atau cara belajarku yang unik dan mudah dipahami sama orang lain",True
@dubidudmdm2212,2025-03-09T10:40:18Z,0,"Anak-anak dan orang tua nya jadi santai soalnya anak pasti naek, rese banget pokonya lah pusing",True
@bollujony2313,2025-03-09T10:14:56Z,0,"perusak pendidikan iku yo nadiem makarim,baru bisa buat aplikasi ojeq aja dah jadi mentri taik itu",True
@anugrahnababan6010,2025-03-09T08:07:02Z,0,"Ada anak SMK,di Medan membaca mengeja,dan menghitung saja pakai tangan",True
@EndartoEndarto-f3o,2025-03-07T21:11:40Z,0,"Wong gak belajar ,riil nilai 0 suruh kasih minimal nilai 75. Gak belajar akhirnya mereka, emang tujuannya pembodohan bangsa biar gampang disuruh milih si dia, atsu gampang ditipu",True
@TrifenaDyahRoro,2025-03-07T09:39:54Z,0,guru pd takut dipenjarakan biarin aja,True
@nicoa1261,2025-03-07T05:16:46Z,0,Ngakak.. Yang kurikulum Cambridge aman. 😂😂,True
@adikarasmuth2840,2025-03-05T12:21:56Z,0,Dah...paling bener emang harus di balikin lagi ke CBSA kurikulum terbaek buat bangsa ini menurutku..❤❤❤,True
@NOFAL_GUFRON,2025-03-05T10:23:23Z,1,"Di sekolah gw ada yang gak bisa baca, udah kelas 11 SMA lagi (kelas 10 bareng saya, saya ajarin dia baca ketika gak ada tugas, tapi terkadang dia gak mau🗿)<br>(Sekolah gw ada di telang kamal madura, namanya SMA NEGERI 1 KAMAL dan ada SMK NEGERI 1 KAMAL)",True
@sanmo3057,2025-03-05T08:18:10Z,0,"Gausalah ikut2an negara2 antah berantah yg bahkan kita aja gatau bahasanya kek mana, letaknya dimana, jumlah penduduknya setara kabupaten.",True
@balkisanhary2949,2025-03-05T00:58:39Z,0,"Asli miris banget emang anak Sekarang. Ditanya hal sepele jawabnya cuma gatau. Kalo ditanya soal game , pasti mereka tahu. Tapi Alhamdulillah amakku sedari TK-kelas 4SD saat ini dia intelligent bahkan selalu evaluate mana yang seharusnya di pilih menjadi yang tebaik .",True
@akulah426,2025-03-04T22:55:25Z,0,Emang bagusan jaman dulu wlw harus beli kursi cadangan drpd sistem zonasi kasihan anak yg nilainya tinggi tp ga bisa masuk sklh impian 🥲,True
@sharplylo8062,2025-03-04T04:18:14Z,0,Maaf mencelah cuba perhatikan dalam banyak-banyak mata pelajaran yang diajarkan kenapa perlu mata pelajaran pendidikan MORAL durasinya lebih panjang dalam satu minggu.<br>PRESTASI -MORAL @ MORAL-PRESTASI?,True
@asmahabuhassan,2025-03-02T13:08:34Z,0,Cuba lihat cara sekolah di malaysia ..,True
@nabilanuril4452,2025-03-02T07:46:53Z,0,wahhhh🙌🏼,True
@johnsonjohnson3122,2025-03-01T11:01:54Z,0,"jadi ngertikan kenapa anak freshgraduate lebih sering di gaji murah? dibawah UMR? kualitas nya aja diragukan. yang ada perusahaan yang harus mengajar sambil membiaya hidup mereka. Hahahha. ngaco negeri sub-Konoha ini. (minimal di negara Konoha , pendidikan nya mumpuni!)",True
@R4inyday262,2025-02-28T15:54:05Z,0,"Orang Finlandia mah sekolah ada tujuannya,ngejar cita cita. Disini ke sekolah buat dikasih uang saku terus habis itu mbolos. Saya liat banyak anak smp sma bolos malah ngerokok waktu jam iam sekolah,anak di sini ga peduli soal jadi lebih baik,nilai pas kkm aja gapapa,ga usah sekolah tinggi tinggi,ga usah dapet nilai tinggi yang penting kkm. Orang Eropa mengejar yang terbaik orang Indonesia ngejar yang pas pasan.",True
@darktrik,2025-02-28T12:42:04Z,0,wkwkwkwkkwk temen gw perkalian 5 masih pake jari,True
@sosbrigade868,2025-02-28T12:08:08Z,0,"Gw bukan orang cerdas, nonton ginian emang menyakitkan karena gw bisa dibilang termasuk yang disebut dalam video, tapi setidaknya gw pengen mencoba untuk sadar",True
@venomsnake1142,2025-02-28T07:53:38Z,0,Dan mereka nanti komplain sulitnya dapat pekerjaan.,True
@titienhusodo119,2025-02-28T04:35:07Z,0,Saya bekerja di sebuah sanggar belajar untuk  matematika dan bahasa inggris. 95% peserta baru entah di sekolah kelas 4SD SMP atau SMA saat kami pretest bisa dipastikan mereka buta angka dan pasti buta matematika. Perkalian 6x7 saja belum tentu hafal. 64:8 belum tentu bisa jawab. Beneran Quo Vadis.,True
@EnaHanah,2025-02-28T04:34:36Z,0,Ganti oleh sistem pendidikan islam biar mrk bisa cerdas<br>Krn  sistem islam mengharuskan  dan menciptakan agar  setiap orang mampu memahami pembelajaran,True
@fad.alrasyid,2025-02-26T05:09:37Z,0,agak emosi emang dulu saya juga nddak bisa masuk SMA Negeri karena Zona C,True
@ryhermawati1178,2025-02-26T04:53:03Z,0,Anak bangsa akan mempengaruhi kualitas negara.....anak bangsa tdk bisa otomatis cerdas bila tidak ada Pengajar dan sarana belajar serta pendidikan dan pengajar yg berkualitas.,True
@selipakage1709,2025-02-26T04:25:17Z,0,"Betul bang aku aja masih ngajar........eja abcd awal untuk kelas 3 dan 4 SD.....<br>..dan untuk tingkat SMA perkalian 1-10 herannya 1X1 saja ngak tauuuu jawabanya  aku hampir menangis😢 soalnya aku guru fisika bang, gimana mau ngajar ilmu fisika kalau perkalian aja belum hafal akhirnya aku yg mutar otak bang....bravo guru honorel .....",True
@selipakage1709,2025-02-26T04:13:32Z,1,Guru*nya makan gaji buta,True
@zakariasijack5916,2025-02-26T02:25:20Z,1,"Kurasa gini, motivasi itu ada 2 secara garis besar. Motivasi positif (yg lu mau) dan motivasi negatif (yang lu takutin). Dulu buat memotivasi siswa bisa pakek keduanya, iming imingi masa depan cerah dan takut takutin pake konsekuensi.<br>Nah sekarang setelah mental health menjadi salah satu concern di sekolahan, siswa udah gabisa dihukum dalam bentuk apapun. <br>So ketiadaan rasa takut ini yang bikin mereka sekolah semena mena. <br><br>Gabelajar, fine aja gaakan dihukum kok. <br>Ga behave, fine aja gaakan dihukum kok. <br>jawab soal seadanya fine juga, gabakal ga naik kelas kok.<br>Bodo gapapa, rumahku deket sekolahan kok.<br><br>Ini yang bikin kami guru guru merasa di bungkam. Punya kok program untuk peningkatan wawasan, tapi mesti disiplin secara merata. Karna 1 aja yang lepas dari program yang lain bakal iri dan ikutan keluar juga. Makanya diperlukan hukuman atau motivasi negatif yang bikin mereka takut buat keuar dari program. Tapi mau terapin ini susah karna pada takut viral, karna sekarang, keteken dikit aja viralin, keteken dikit viralin.<br>Tapi kurasa kayaknya tekanan itu penting deh, rasa takut itu penting, konsekuensi itu penting. Supaya anak anak tetap ada di program. Makanya perlu bagi wali siswa dan masyarakat untuk berada di pihak guru supaya siswa punya rasa takut untuk keluar dari program.",True
